,Unnamed: 0,sex,IQR,Q25,Q75,cent,dfrange,ent,fpeak,kurt,maxdom,maxfun,meandom,meanfr,meanfun,median,mindom,minfun,mode,modindx,sfm,skew,std
445,445,1.0,1.625,0.28125,1.90625,1.400632676250731,7.25,0.8324614448729879,0.125,26.528651182876782,7.25,5.333333333333333,0.3603348090758163,1.400632676250731,2.399602050286234,0.6875,0.0,0.06694560669456066,0.125,20.849137931034484,0.4089462926654575,4.485036601840191,1.7163176304716898
446,446,0.0,1.3125,0.46875,1.78125,1.4344806584061227,7.6875,0.841960542198126,0.1875,10.633046599712284,7.6875,5.333333333333333,0.4923082229580574,1.4344806584061227,0.8444719463343208,0.78125,0.0,0.06374501992031872,0.4375,18.784552845528452,0.3860442152624921,2.8398787841415336,1.5751517794734993
447,447,1.0,2.78125,0.46875,3.25,2.035897767698501,7.65625,0.8970132490485729,0.1875,14.64067927050512,7.65625,5.333333333333333,0.5330427446569179,2.035897767698501,1.1583024468588503,1.0625,0.0,0.06274509803921569,0.1875,33.416326530612245,0.5804108321711904,3.3882325945763623,2.085815753083819
448,448,0.0,3.0,0.53125,3.53125,2.240684312355317,7.96875,0.9219152026352716,0.25,14.135169383120886,7.96875,5.333333333333333,0.9424286912751678,2.240684312355317,1.1122158247424214,1.53125,0.0,0.06274509803921569,0.25,60.76078431372549,0.6318974738580967,3.2051968337034014,2.064699116164679
449,449,0.0,4.5,1.125,5.625,3.358494090262516,7.96875,0.9773067845958162,0.21875,12.129034392947267,7.96875,5.333333333333333,2.090878868471953,3.358494090262516,1.5532770599348993,3.0625,0.0,0.06274509803921569,0.5,108.71764705882352,0.8163458444869125,2.376800647386727,2.356061777075273
450,450,0.0,1.53125,0.375,1.90625,1.6263789950369545,7.96875,0.8446244345241707,0.1875,24.27181215180512,7.96875,5.333333333333333,0.8596619365609349,1.6263789950369545,1.0135037169251049,0.71875,0.0,0.06274509803921569,0.1875,58.396078431372544,0.4511991102804834,4.1755347683400075,2.026401514361612
451,451,1.0,1.4375,0.46875,1.90625,1.4980340326655803,7.96875,0.8528515058370194,0.1875,10.71754858524998,7.96875,5.333333333333333,0.6508360193392425,1.4980340326655803,0.7070812348520129,0.90625,0.0,0.06274509803921569,0.1875,45.46666666666667,0.3920835368211185,2.681986704282969,1.6207292476975543
452,452,1.0,1.03125,0.3125,1.34375,1.092175222417504,4.5625,0.7999271879502179,0.125,13.74559665580122,4.5625,5.333333333333333,0.3657781543274244,1.092175222417504,1.4143371453069906,0.625,0.0,0.06299212598425198,0.125,27.56849315068493,0.2799129434814133,3.199046807427221,1.3534352194657495
453,453,1.0,2.25,0.46875,2.71875,1.8365134750588648,7.875,0.8930913770660897,0.15625,10.785477682838275,7.875,5.333333333333333,0.8410540352504638,1.8365134750588648,1.506385407117144,1.0625,0.0,0.06299212598425198,0.15625,76.55952380952381,0.5341203837104935,2.828223756907573,1.8955595350788248
454,454,1.0,2.1875,0.5,2.6875,1.8752692791579797,7.96875,0.9021971012951412,0.125,8.843075779928695,7.96875,5.333333333333333,0.9883826335877862,1.8752692791579797,1.525424161647568,1.28125,0.0,0.06299212598425198,0.125,90.84705882352941,0.5245517783205099,2.3397181618446448,1.8354669926808624
455,455,0.0,1.875,0.6875,2.5625,1.9246015429138976,7.28125,0.905601271593978,0.125,4.287323898390628,7.28125,5.333333333333333,1.1276848151848151,1.9246015429138976,1.036162527890405,1.53125,0.0,0.06451612903225806,0.125,78.22317596566523,0.4843986260014296,1.4151168009667487,1.6181131620858682
456,456,0.0,1.1875,0.46875,1.65625,1.3654175794244154,7.59375,0.8405666097769023,0.15625,8.34241854887334,7.59375,5.333333333333333,0.7291062551781275,1.3654175794244154,1.223078340270723,0.78125,0.0,0.06374501992031872,0.53125,57.95061728395061,0.36865065704975497,2.469785346261774,1.5445284694808783
457,457,1.0,1.625,0.3125,1.9375,1.4317935132472437,4.84375,0.8214247490304856,0.25,47.23541097864262,4.84375,5.333333333333333,0.4622901364113327,1.4317935132472437,0.6367393037698464,0.75,0.0,0.06611570247933883,0.25,25.690322580645162,0.38427369714263293,6.061074460142665,1.6142239497303477
458,458,1.0,2.1875,0.40625,2.59375,1.7962196322447024,7.96875,0.8767285472150993,0.21875,17.587843521448974,7.96875,5.333333333333333,0.6755721070811744,1.7962196322447024,1.4389305849405625,0.875,0.0,0.06274509803921569,0.21875,50.674509803921566,0.5197328265071456,3.6439135999630463,1.968802876166696
459,459,1.0,1.25,0.40625,1.65625,1.3247649396813077,7.625,0.8339233318687699,0.25,10.090823998477651,7.625,5.333333333333333,0.4981014946962392,1.3247649396813077,1.3311628131503048,0.71875,0.0,0.06451612903225806,0.25,26.770491803278688,0.3634439422961413,2.7718595192184865,1.5389132266397232
460,460,0.0,0.6875,0.34375,1.03125,1.0925178512215976,5.875,0.7800199631073742,0.15625,12.218378612697775,5.875,5.333333333333333,0.4272780373831776,1.0925178512215976,1.9386258573895203,0.59375,0.0,0.098159509202454,0.15625,13.244680851063832,0.291109882994724,3.1271125037414733,1.4740738655665675
461,461,1.0,1.78125,0.53125,2.3125,1.6052257523038007,7.90625,0.8751941737280559,0.1875,8.61109280733243,7.90625,5.333333333333333,0.6205531665363565,1.6052257523038007,0.7889211370810021,1.09375,0.0,0.06274509803921569,0.1875,51.13438735177866,0.4072669431245881,2.290574701312432,1.519291947561202
462,462,1.0,1.15625,0.34375,1.5,1.2037070986098766,6.84375,0.7991763993818644,0.125,13.690177911366307,6.84375,5.333333333333333,0.3520533376963351,1.2037070986098766,2.2603334371066497,0.59375,0.0,0.06274509803921569,0.125,17.579908675799086,0.3148403819288345,3.346309547696405,1.5070837501846428
463,463,1.0,2.125,0.5625,2.6875,1.8598504800465403,7.3125,0.8985537928529872,0.25,9.102605362847509,7.3125,5.333333333333333,0.8061625874125874,1.8598504800465403,0.8598725196908527,1.4375,0.0,0.06274509803921569,0.25,55.36752136752137,0.4847641191993468,2.1759553102002167,1.6934546024528154
464,464,0.0,1.59375,0.40625,2.0,1.4418181832431554,7.78125,0.8499522590441725,0.15625,13.329178703104914,7.78125,5.333333333333333,0.4942788461538462,1.4418181832431554,1.5319474010721388,0.78125,0.0,0.06274509803921569,0.15625,41.83132530120482,0.3967856822050935,3.1277849835819014,1.5892748037771898
465,465,1.0,1.46875,0.4375,1.90625,1.3794032490485284,7.09375,0.848731656070635,0.21875,7.9906204442794815,7.09375,5.333333333333333,0.5290839854667412,1.3794032490485284,1.0228457074009678,0.84375,0.0,0.06299212598425198,0.21875,45.40088105726871,0.34611389367154466,2.3482790563548592,1.4511745961818083
466,466,1.0,1.5625,0.3125,1.875,1.4619418196752825,7.96875,0.8503496566724354,0.125,13.503973634774127,7.96875,5.333333333333333,0.4634502923976608,1.4619418196752825,2.5769977882316617,0.71875,0.0,0.06299212598425198,0.125,38.06666666666667,0.4258433597952126,3.176872789408601,1.7614497576184784
467,467,1.0,1.90625,0.40625,2.3125,1.5921849933151198,7.5625,0.8542730559941141,0.125,11.602864850129974,7.5625,5.333333333333333,0.710544175715696,1.5921849933151198,2.175765316425736,0.6875,0.0,0.064,0.125,38.97933884297521,0.4619051604172624,3.060775462461456,1.8595364252407336
468,468,1.0,1.40625,0.3125,1.71875,1.2912317944927445,7.9375,0.8264245073783959,0.125,12.747052215954115,7.9375,5.333333333333333,0.3877613434163701,1.2912317944927445,1.5344934854224055,0.625,0.0,0.06324110671936757,0.125,27.015748031496067,0.3561632297741577,3.183069479119154,1.5507772779687388
469,469,1.0,1.3125,0.40625,1.71875,1.3958664985800513,7.28125,0.8286555935032998,0.1875,15.510135233897765,7.28125,5.333333333333333,0.465173025732032,1.3958664985800513,1.041255089711935,0.6875,0.0,0.06274509803921569,0.4375,27.96137339055794,0.3919829958514712,3.4733778360530945,1.6905602600316012
